,state,latitude,longitude,Distance to Salt Cavern [km],Salt Cavern Name
45153,Wyoming,41.197,-105.716,982.683723866826,SALADO
45154,Wisconsin,45.514,-88.064,408.0106693796528,LACEY STORAGE
45155,Montana,46.482,-111.754,705.3613561876707,ASQUITH
45156,Iowa,42.627,-91.43,511.008168560419,LACEY STORAGE
45157,California,40.845,-121.792,1671.8193038192935,ASQUITH
45158,Nebraska,41.719,-97.24,997.8398932266384,LACEY STORAGE
45159,Kentucky,36.934,-88.798,563.5545446584788,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
45160,Texas,33.67,-98.014,278.56160983304096,BETHEL
45161,NorthDakota,46.094,-98.283,931.5534159587128,ASQUITH
45162,NewJersey,39.765,-74.455,358.79143071340474,SENECA LAKE STORAGE
45163,Arkansas,33.012,-91.524,80.2515811541915,PERRYVILLE
45164,Missouri,36.993,-92.77,495.5356621759327,ARCADIA
45165,Arkansas,35.436,-93.512,327.3421844093924,ARCADIA
45166,Mississippi,34.154,-90.399,235.761316964242,PERRYVILLE
45167,Mississippi,30.79,-88.763,48.52637604805512,SOUTHERN PINES ENERGY CENTER
45168,Texas,32.086,-101.295,156.28226408503417,SALADO
45169,Montana,46.222,-105.282,667.5719229378064,ASQUITH
45170,Pennsylvania,41.129,-78.457,193.02241240700172,SENECA LAKE STORAGE
45171,Kansas,38.328,-100.531,662.9107197610919,SALADO
45172,NorthCarolina,35.796,-78.05,354.36078176522466,SALTVILLE STORAGE
45173,Montana,48.626,-108.847,402.3921945243058,ASQUITH
45174,Texas,29.948,-103.885,241.58455080407964,KEYSTONE
45175,Utah,40.422,-112.006,1190.5586632644136,SALADO
45176,Texas,32.552,-101.973,79.88177927515898,SALADO
45177,NewMexico,32.409,-104.407,144.6524254628127,KEYSTONE
45178,Nevada,40.595,-116.027,1444.1860668511454,ASQUITH
45179,NewMexico,34.11,-104.212,207.41507272935183,SALADO
45180,Idaho,45.15,-113.929,915.9437767898778,ASQUITH
45181,NewMexico,35.59,-108.032,581.0317678760953,SALADO
45182,Kansas,38.188,-98.29,731.4097462034738,BETHEL
45183,Georgia,30.986,-84.823,305.8561464261099,MCINTOSH SALT DOME
45184,Wyoming,44.072,-109.109,902.5278334657404,ASQUITH
45185,Alabama,31.559,-85.63,229.20157984483205,MCINTOSH SALT DOME
45186,Utah,39.347,-111.883,1103.520857143769,SALADO
45187,NewMexico,33.985,-104.593,221.89271351495285,SALADO
45188,NewYork,42.339,-74.921,162.93949463567213,SENECA LAKE STORAGE
45189,Utah,39.33,-111.16,1055.0764608253703,SALADO
45190,NorthDakota,48.334,-98.703,736.61831497314,ASQUITH
45191,Oklahoma,34.568,-94.733,282.55834240934985,ARCADIA
45192,NewMexico,35.313,-103.951,313.22516679795524,SALADO
45193,Texas,30.098,-94.186,12.881839278155349,SPINDLETOP
45194,Indiana,40.321,-86.394,258.7435277978077,LACEY STORAGE
45195,Florida,26.364,-81.52,833.8667781801493,MCINTOSH SALT DOME
45196,Alabama,32.116,-86.323,186.54857585607115,MCINTOSH SALT DOME
45197,Minnesota,44.353,-95.143,830.5350612074412,LACEY STORAGE
45198,Georgia,30.642,-82.473,533.7998086525616,MCINTOSH SALT DOME
45199,Montana,46.946,-111.068,636.2691003567382,ASQUITH
45200,Massachusetts,41.8,-71.005,491.9827384595717,SENECA LAKE STORAGE
45201,Ohio,40.641,-84.16,221.5894990755631,LACEY STORAGE
45202,Colorado,37.377,-106.825,639.1117940176683,SALADO
45203,Montana,48.693,-110.369,439.2986821260147,ASQUITH
45204,Connecticut,41.88,-72.041,405.6986240721208,SENECA LAKE STORAGE
45205,Michigan,42.981,-82.798,26.987673108345504,MARYSVILLE STORAGE SYSTEM
45206,Nevada,38.985,-117.407,1491.541351467668,SALADO
45207,Alabama,31.986,-85.955,211.47057369902333,MCINTOSH SALT DOME
45208,Nevada,41.904,-117.967,1393.5963231179778,ASQUITH
45209,Georgia,33.965,-82.636,330.7890217903813,SALTVILLE STORAGE
45210,Nevada,40.218,-114.44,1336.326106523012,SALADO
45211,Kentucky,38.312,-83.452,219.01760500407065,SALTVILLE STORAGE
45212,Iowa,41.333,-95.476,860.6216534239809,LACEY STORAGE
45213,Washington,48.03,-120.57,1055.441753108197,ASQUITH
45214,Georgia,31.037,-84.307,354.33706006370414,MCINTOSH SALT DOME
45215,NewYork,44.527,-75.561,258.23981663359126,SENECA LAKE STORAGE
45216,NewYork,42.167,-77.255,40.46648132626493,SENECA LAKE STORAGE
45217,Iowa,42.48,-93.38,671.5260735094788,LACEY STORAGE
45218,Colorado,40.872,-107.421,1000.1767539862824,SALADO
45219,Washington,48.105,-120.095,1020.6918034036864,ASQUITH
45220,Kansas,37.032,-95.921,570.3468609743611,BETHEL
45221,Michigan,44.076,-84.1,183.1101466517669,MARYSVILLE STORAGE SYSTEM
45222,SouthDakota,44.185,-100.664,1004.1788791494216,ASQUITH
45223,Montana,47.829,-107.679,475.0884506806016,ASQUITH
45224,Colorado,38.898,-107.502,811.9817048879332,SALADO
45225,Wyoming,43.16,-104.06,1020.5140076522126,ASQUITH
45226,Texas,28.689,-98.251,207.1699566448544,MARKHAM
45227,Kansas,37.111,-98.253,617.5768562600799,BETHEL
45228,Texas,30.211,-95.679,66.44600925837989,PIERCE JUNCTION SALT DOME
45229,NewYork,42.23,-74.197,223.4858803641352,SENECA LAKE STORAGE
45230,NewJersey,39.662,-75.075,342.028717450551,SENECA LAKE STORAGE
45231,California,41.945,-122.411,1608.4253729224306,ASQUITH
45232,Montana,45.649,-107.878,717.9055113498018,ASQUITH
45233,Wyoming,42.578,-108.189,1060.0294838312377,ASQUITH
45234,Wyoming,43.157,-107.09,993.2209504470912,ASQUITH
45235,Utah,38.151,-109.199,841.2314732818231,SALADO
45236,Washington,48.214,-117.268,836.7991889513391,ASQUITH
45237,Texas,33.476,-94.232,162.17782697061511,ARCADIA
45238,Nevada,40.602,-117.957,1517.716174263824,ASQUITH
45239,Georgia,33.419,-83.132,401.5116549613792,SALTVILLE STORAGE
45240,Oregon,43.64,-123.643,1541.084302314289,ASQUITH
45241,Nevada,39.991,-118.63,1604.861637740648,ASQUITH
45242,Arkansas,35.951,-90.929,410.7501417093449,PERRYVILLE
45243,Michigan,42.22,-85.503,37.07966267310115,LACEY STORAGE
45244,RhodeIslandandProvidencePlantations,41.995,-71.538,444.93010115848745,SENECA LAKE STORAGE
45245,Kentucky,37.488,-84.163,223.52173958153924,SALTVILLE STORAGE
45246,Texas,31.004,-94.92,84.45577148087963,DAYTON NORTH
45247,Iowa,41.42,-94.157,750.6587050880667,LACEY STORAGE
45248,Colorado,40.347,-106.602,918.5401986251372,SALADO
45249,Texas,31.859,-101.917,99.48650096247574,KEYSTONE
45250,SouthCarolina,34.649,-82.506,254.2935157257845,SALTVILLE STORAGE
45251,Virginia,37.682,-76.551,471.78929050563966,SALTVILLE STORAGE
45252,Idaho,44.671,-113.783,956.8216619605904,ASQUITH
45253,NewMexico,33.889,-105.897,318.1432635636545,SALADO
45254,Texas,30.721,-102.707,141.21294853468322,KEYSTONE
45255,Colorado,37.315,-105.016,554.8862318713093,SALADO
45256,Utah,40.438,-111.863,1183.027220936636,SALADO
45257,Texas,33.097,-100.85,190.45743530295383,SALADO
45258,NorthCarolina,35.349,-78.438,343.8041921956061,SALTVILLE STORAGE
45259,Kansas,38.291,-101.508,636.7605328183083,SALADO
45260,Texas,29.802,-97.54,161.5200641585641,MARKHAM
45261,Texas,30.502,-94.552,49.65738441409115,DAYTON NORTH
45262,Oregon,45.755,-117.655,1038.1598426978933,ASQUITH
45263,Wyoming,44.766,-105.055,829.8389286169128,ASQUITH
45264,Texas,30.079,-98.789,282.1738005795587,MARKHAM
45265,Tennessee,35.271,-86.02,421.4415712958396,SALTVILLE STORAGE
45266,Tennessee,35.32,-84.264,282.2147721422137,SALTVILLE STORAGE
45267,Kansas,39.283,-95.493,784.8551010142569,ARCADIA
45268,Texas,33.278,-97.743,230.47693254820112,BETHEL
45269,SouthCarolina,33.661,-80.05,388.0297842433726,SALTVILLE STORAGE
45270,Texas,31.307,-95.8,65.60409570199143,BETHEL
45271,Texas,32.861,-98.896,300.4205624863897,BETHEL
45272,SouthDakota,44.589,-102.86,893.9634865089517,ASQUITH
45273,Kansas,39.868,-95.202,840.0742475939753,ARCADIA
45274,Illinois,39.682,-88.78,431.3110888242463,LACEY STORAGE
45275,Missouri,36.714,-90.325,504.6523667227747,PERRYVILLE
45276,Washington,46.252,-117.68,1000.1922112509748,ASQUITH
45277,California,33.948,-116.804,1309.6737162587392,SALADO
45278,Wyoming,41.536,-105.031,1005.2981118944743,SALADO
45279,NorthDakota,46.045,-100.496,831.6956739634517,ASQUITH
45280,Georgia,31.57,-82.687,507.71434630338473,MCINTOSH SALT DOME
45281,Utah,37.641,-111.196,942.4659916928968,SALADO
45282,Arkansas,36.476,-91.842,448.8513432508908,ARCADIA
45283,Arkansas,33.265,-93.457,96.41995499348572,ARCADIA
45284,Arkansas,33.869,-94.091,185.0315480928552,ARCADIA
45285,Colorado,37.757,-108.143,745.4100576916801,SALADO
45286,Colorado,38.474,-107.851,790.6451099113515,SALADO
45287,Michigan,43.387,-84.083,136.98680858852708,LACEY STORAGE
45288,Georgia,34.463,-83.608,313.78184955264203,SALTVILLE STORAGE
45289,Wyoming,42.103,-106.752,1104.9734689318632,SALADO
45290,Texas,29.612,-96.423,59.06482077333717,WILSON (BOLING)
45291,Arkansas,34.328,-92.496,203.37264643166984,ARCADIA
45292,Oregon,43.658,-119.552,1312.1116790835806,ASQUITH
45293,Arizona,31.675,-110.982,760.0215809161637,KEYSTONE
45294,NorthDakota,47.247,-99.298,784.5095498339095,ASQUITH
45295,Texas,31.317,-102.761,75.46564228889412,KEYSTONE
45296,Oklahoma,35.852,-95.249,427.077725588825,ARCADIA
45297,NorthDakota,46.04,-100.654,825.4384444634787,ASQUITH
45298,NewYork,43.123,-76.959,78.71426002751595,SENECA LAKE STORAGE
45299,Kansas,37.428,-101.023,554.4762881222825,SALADO
45300,NewMexico,34.195,-106.999,424.9818579312153,SALADO
45301,Arizona,35.51,-112.356,935.357215532892,SALADO
45302,Montana,46.012,-110.506,717.251506639892,ASQUITH
45303,Kansas,38.986,-94.931,739.4437540860071,ARCADIA
45304,Texas,27.173,-98.567,311.1164373524469,MARKHAM
45305,NewMexico,36.747,-108.374,682.169725461843,SALADO
45306,Oregon,43.182,-123.902,1591.4427085073432,ASQUITH
45307,Montana,46.312,-113.321,780.9915142296395,ASQUITH
45308,NewMexico,32.578,-107.272,411.6494287278997,KEYSTONE
45309,Texas,30.606,-94.925,40.44711249551538,DAYTON NORTH
45310,Texas,28.593,-98.004,185.75482968238987,MARKHAM
45311,California,33.401,-117.043,1329.0925848770416,KEYSTONE
45312,Iowa,42.016,-95.471,847.8415314598433,LACEY STORAGE
45313,California,37.973,-121.951,1833.4941654855995,SALADO
45314,Utah,37.67,-112.605,1050.461894638657,SALADO
45315,Alabama,34.232,-88.149,283.77685348150663,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
45316,Nevada,41.42,-115.843,1354.7857964095604,ASQUITH
45317,Arkansas,35.439,-93.646,329.99326491638925,ARCADIA
45318,NorthDakota,46.774,-98.47,866.0322064074543,ASQUITH
45319,Pennsylvania,41.954,-76.414,64.98229702127335,SENECA LAKE STORAGE
45320,Virginia,39.083,-78.005,381.75778945341233,SENECA LAKE STORAGE
45321,Montana,48.654,-109.69,420.728394525952,ASQUITH
45322,Georgia,31.275,-82.74,502.2719565595255,MCINTOSH SALT DOME
45323,Nebraska,42.074,-102.286,1046.727633492313,SALADO
45324,Wyoming,42.156,-106.016,1091.9488162258424,SALADO
45325,Utah,40.518,-112.03,1199.389247303797,SALADO
45326,Virginia,37.141,-78.388,302.7002303069698,SALTVILLE STORAGE
45327,Arizona,32.498,-109.073,578.9716236693973,KEYSTONE
45328,Texas,31.595,-94.403,146.8901412788902,BETHEL
45329,Idaho,43.694,-115.975,1138.642783373741,ASQUITH
45330,Wyoming,43.611,-110.851,980.8925854698216,ASQUITH
45331,Wyoming,43.589,-109.005,954.5490760304648,ASQUITH
45332,SouthCarolina,33.886,-79.468,390.8057927069344,SALTVILLE STORAGE
45333,Wisconsin,44.787,-91.884,596.5162313920133,LACEY STORAGE
45334,Montana,45.973,-108.741,689.300195720502,ASQUITH
45335,Nebraska,40.243,-101.675,848.4978467810288,SALADO
45336,Idaho,47.084,-115.197,801.0449951554198,ASQUITH
45337,Pennsylvania,40.932,-75.544,199.62371465514488,SENECA LAKE STORAGE
45338,Colorado,38.645,-102.381,666.0818665384338,SALADO
45339,NorthDakota,46.275,-99.084,876.2166031778364,ASQUITH
45340,Alabama,31.139,-87.97,13.669991908956211,MCINTOSH SALT DOME
45341,NewYork,42.835,-77.813,88.41478039759033,SENECA LAKE STORAGE
45342,SouthDakota,45.008,-99.018,991.8750055393604,ASQUITH
45343,Montana,46.339,-107.86,641.2869071167964,ASQUITH
45344,Arizona,33.88,-113.309,986.6649643018312,SALADO
45345,California,38.474,-119.832,1669.1073003082167,SALADO
45346,Wyoming,42.942,-105.993,1021.1789757782476,ASQUITH
45347,Arkansas,34.838,-93.135,257.09504427921365,ARCADIA
45348,Idaho,43.468,-115.436,1137.9125226404487,ASQUITH
45349,Pennsylvania,40.401,-76.011,235.71202280279564,SENECA LAKE STORAGE
45350,Oregon,42.281,-120.554,1482.3995863571947,ASQUITH
45351,Arizona,31.348,-109.508,624.7994524614085,KEYSTONE
45352,Pennsylvania,41.222,-80.063,275.22082739077075,MARYSVILLE STORAGE SYSTEM
45353,Ohio,39.587,-84.497,326.1287438001256,LACEY STORAGE
45354,Vermont,44.411,-72.756,401.9158602769496,SENECA LAKE STORAGE
45355,Virginia,37.126,-76.854,438.6407226450205,SALTVILLE STORAGE
45356,Nevada,41.37,-116.876,1399.1847283834409,ASQUITH
45357,SouthCarolina,33.742,-80.695,359.6259729539385,SALTVILLE STORAGE
45358,NewMexico,34.367,-108.355,548.5883972594194,SALADO
45359,Maine,44.905,-68.052,764.6490403725779,SENECA LAKE STORAGE
45360,Texas,32.611,-102.752,7.523387035153453,SALADO
45361,Iowa,40.869,-91.411,546.0939083696989,LACEY STORAGE
45362,California,35.116,-118.251,1452.2572654122432,SALADO
45363,SouthDakota,45.596,-98.891,944.720027410898,ASQUITH
45364,Colorado,39.788,-103.066,792.1342174496829,SALADO
45365,Louisiana,32.074,-93.371,66.39542160228247,ARCADIA
45366,Florida,27.25,-80.508,853.7687618224692,MCINTOSH SALT DOME
45367,Texas,30.789,-93.793,89.06102340054612,SPINDLETOP
45368,Montana,48.932,-107.409,351.5415983836481,ASQUITH
45369,NorthDakota,48.938,-97.401,778.5369966171605,ASQUITH
45370,Washington,46.361,-121.496,1216.652784046091,ASQUITH
45371,Missouri,39.427,-92.223,680.1828098328347,LACEY STORAGE
45372,Texas,29.508,-97.04,103.16616715352252,MARKHAM
45373,Kentucky,37.73,-84.678,275.182860480274,SALTVILLE STORAGE
45374,NewMexico,33.082,-106.047,306.14663719888097,SALADO
45375,Texas,28.759,-99.476,324.88138582311177,MARKHAM
45376,California,41.154,-122.831,1698.4214809702555,ASQUITH
45377,Utah,39.771,-113.294,1227.9800201096448,SALADO
45378,Alabama,33.197,-87.481,221.00080824525804,MCINTOSH SALT DOME
45379,Arkansas,33.772,-94.224,184.52793142706915,ARCADIA
45380,Pennsylvania,41.587,-75.93,122.02926156923094,SENECA LAKE STORAGE
45381,Montana,46.647,-104.708,632.0275114353514,ASQUITH
45382,Idaho,46.431,-115.629,877.05540924127,ASQUITH
45383,California,41.203,-123.614,1736.1667818781464,ASQUITH
45384,Arkansas,34.575,-91.028,259.04135393976134,PERRYVILLE
45385,Texas,32.096,-94.776,109.93981202530172,BETHEL
45386,Iowa,40.747,-95.336,864.9495010970443,LACEY STORAGE
45387,SouthCarolina,34.082,-81.02,315.7899993779955,SALTVILLE STORAGE
45388,Oklahoma,36.737,-95.785,536.1158624513163,ARCADIA
45389,Arizona,32.747,-110.421,707.2730626324683,KEYSTONE
45390,California,37.642,-119.958,1654.2839012539546,SALADO
45391,Oregon,44.321,-123.805,1499.9175807895024,ASQUITH
45392,California,39.729,-120.155,1696.146647132469,ASQUITH
45393,Virginia,36.736,-79.88,169.32996741341543,SALTVILLE STORAGE
45394,Wyoming,42.107,-107.947,1111.19052548859,ASQUITH
45395,Utah,39.027,-113.67,1207.6547825229163,SALADO
45396,Iowa,41.322,-94.159,753.148698147149,LACEY STORAGE
45397,Arizona,32.649,-110.402,704.6430125476056,KEYSTONE
45398,NewMexico,33.584,-108.219,514.69444612655,SALADO
45399,Idaho,45.132,-114.082,923.7641098597804,ASQUITH
45400,NewMexico,34.446,-103.589,211.5220107864353,SALADO
45401,NorthCarolina,34.949,-77.05,475.9824321952418,SALTVILLE STORAGE
45402,Texas,31.706,-102.924,30.12955693302712,KEYSTONE
45403,Wisconsin,44.461,-88.513,346.61630533221586,LACEY STORAGE
45404,Wisconsin,44.742,-90.493,495.2347446271405,LACEY STORAGE
45405,Wyoming,41.817,-107.891,1111.8291912319903,SALADO
45406,Missouri,40.438,-93.752,748.2357006644208,LACEY STORAGE
45407,Nebraska,41.494,-99.143,1033.9022337932497,SALADO
45408,Missouri,37.482,-92.747,549.8414592892776,ARCADIA
45409,Arizona,36.57,-109.166,726.423024036309,SALADO
45410,Arizona,32.997,-111.651,824.4427023160637,KEYSTONE
45411,California,38.093,-121.855,1828.3445318092615,SALADO
45412,Texas,30.707,-100.947,237.6662431388162,KEYSTONE
45413,SouthDakota,43.81,-100.178,1058.971869278214,ASQUITH
45414,Mississippi,34.581,-89.039,301.5747027083468,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
45415,Oklahoma,36.639,-96.33,528.1221877584335,BETHEL
45416,SouthDakota,44.77,-100.71,944.7809600303208,ASQUITH
45417,NewMexico,35.484,-104.374,345.4711594770925,SALADO
45418,Texas,27.356,-99.294,357.52741123130727,MARKHAM
45419,California,39.209,-121.865,1824.057826893476,ASQUITH
45420,Kansas,37.296,-101.84,522.8241393805,SALADO
45421,Wyoming,44.184,-104.967,894.7354623396155,ASQUITH
45422,Maine,45.521,-68.078,786.7123914319595,SENECA LAKE STORAGE
45423,Virginia,37.303,-82.251,65.0054144917152,SALTVILLE STORAGE
45424,Missouri,37.409,-93.991,550.432067583952,ARCADIA
45425,Missouri,37.765,-89.681,632.3184475036996,PERRYVILLE
45426,Georgia,32.244,-82.435,515.8065486706031,SALTVILLE STORAGE
45427,Utah,37.388,-109.884,831.5208905113243,SALADO
45428,Utah,37.996,-111.559,990.9433513083673,SALADO
45429,Wyoming,44.068,-105.257,903.7237536026984,ASQUITH
45430,Georgia,33.993,-82.896,334.2119066328868,SALTVILLE STORAGE
45431,California,39.773,-122.096,1783.458499689107,ASQUITH
45432,Indiana,40.184,-85.836,259.61717574529524,LACEY STORAGE
45433,Michigan,46.353,-89.225,536.5667258025245,LACEY STORAGE
45434,SouthCarolina,34.05,-80.761,325.08971697516336,SALTVILLE STORAGE
45435,Kansas,38.569,-98.864,747.5689726788976,SALADO
45436,Michigan,43.629,-86.023,144.42775021248033,LACEY STORAGE
45437,Texas,30.889,-93.79,99.75110680957869,SPINDLETOP
45438,Montana,44.664,-112.996,929.4650642134948,ASQUITH
45439,Kansas,37.424,-95.92,608.6440818081713,ARCADIA
45440,Oklahoma,36.127,-98.356,521.1623110529787,BETHEL
45441,NewYork,42.492,-77.459,47.01845951571071,SENECA LAKE STORAGE
45442,Texas,34.571,-101.084,266.6759105053718,SALADO
45443,Texas,28.905,-97.277,109.6888257033526,MARKHAM
45444,Texas,33.302,-102.817,72.06755162552676,SALADO
45445,Alabama,33.515,-86.396,293.1210091631648,MCINTOSH SALT DOME
45446,SouthDakota,44.434,-101.917,937.1647897827417,ASQUITH
45447,NewMexico,34.83,-108.704,596.5747124980636,SALADO
45448,Mississippi,33.913,-89.499,226.88678831074955,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
45449,Nevada,39.114,-116.58,1432.484456866742,SALADO
45450,Minnesota,43.933,-92.859,642.1465752145012,LACEY STORAGE
45451,Illinois,40.916,-88.056,293.30288158282394,LACEY STORAGE
45452,Minnesota,46.599,-95.908,964.7943009798483,LACEY STORAGE
45453,Tennessee,36.308,-88.184,503.12697618832885,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
45454,California,32.994,-117.056,1328.7213012784675,KEYSTONE
45455,Colorado,40.616,-106.938,957.2599260115908,SALADO
45456,Illinois,39.216,-89.257,497.1983489678154,LACEY STORAGE
45457,Wisconsin,45.627,-88.364,431.94134210500886,LACEY STORAGE
45458,Nebraska,40.599,-99.823,921.430931242199,SALADO
45459,Montana,45.138,-106.834,773.5654706785242,ASQUITH
45460,Kansas,37.5,-98.404,662.6831207908098,BETHEL
45461,Minnesota,48.551,-96.731,842.9642734446472,ASQUITH
45462,SouthDakota,44.969,-100.57,930.721322896358,ASQUITH
45463,Montana,48.135,-112.054,559.4744297883464,ASQUITH
45464,Georgia,33.42,-85.231,355.26215979656166,MCINTOSH SALT DOME
45465,SouthCarolina,34.44,-80.676,286.3487748011955,SALTVILLE STORAGE
45466,Wisconsin,43.174,-90.332,425.90970623603584,LACEY STORAGE
45467,NewMexico,36.651,-106.024,532.162851239707,SALADO
45468,Michigan,44.254,-85.147,197.8710984607437,LACEY STORAGE
45469,Montana,46.532,-105.011,638.4779960821825,ASQUITH
45470,Illinois,39.736,-89.918,498.674761353695,LACEY STORAGE
45471,Minnesota,43.576,-95.912,880.1940873887019,LACEY STORAGE
45472,Montana,47.534,-108.928,521.463416171248,ASQUITH
45473,Texas,33.022,-100.197,248.57530800876785,SALADO
45474,Montana,47.995,-106.725,456.8153039182313,ASQUITH
45475,Texas,31.87,-98.857,278.32523133260366,BETHEL
45476,NewJersey,41.228,-74.848,215.34899033191547,SENECA LAKE STORAGE
45477,Colorado,38.018,-103.157,596.1279676266698,SALADO
45478,Louisiana,32.356,-92.719,26.23362847056576,ARCADIA
45479,Illinois,39.689,-88.922,439.1274165175757,LACEY STORAGE
45480,Washington,47.463,-120.321,1072.914748737584,ASQUITH
45481,Colorado,39.341,-102.165,744.4955841313961,SALADO
45482,Colorado,37.409,-103.507,531.4795114138773,SALADO
45483,Nebraska,41.138,-96.499,949.0291274674084,LACEY STORAGE
45484,Maine,44.97,-67.858,781.4483883171828,SENECA LAKE STORAGE
45485,WestVirginia,38.717,-80.675,227.4747860533584,SALTVILLE STORAGE
45486,Wyoming,41.781,-110.414,1171.3186151077623,ASQUITH
45487,Nevada,41.767,-118.827,1445.0388913354398,ASQUITH
45488,NorthDakota,46.594,-97.185,949.7515510690496,ASQUITH
45489,Iowa,43.086,-95.16,816.5479952289409,LACEY STORAGE
45490,Pennsylvania,40.101,-77.425,260.87422290392925,SENECA LAKE STORAGE
45491,Colorado,37.414,-108.636,748.7841821579676,SALADO
45492,Arizona,33.642,-112.852,942.3945994700985,SALADO
45493,Texas,31.589,-94.023,147.85678438834333,ARCADIA
45494,Idaho,42.649,-117.009,1281.6085465520764,ASQUITH
45495,Texas,30.649,-102.198,164.03339270832362,KEYSTONE
45496,Mississippi,32.32,-89.383,49.93061441943119,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
45497,Washington,47.677,-120.246,1055.2155848043433,ASQUITH
45498,Louisiana,29.987,-93.567,49.03140276803647,SPINDLETOP
45499,California,39.894,-121.997,1767.5925445403132,ASQUITH
45500,Minnesota,43.944,-93.469,690.3987558081285,LACEY STORAGE
45501,NewJersey,39.831,-74.873,333.5785220437744,SENECA LAKE STORAGE
45502,Iowa,41.853,-91.634,535.1650889677226,LACEY STORAGE
45503,NorthCarolina,35.164,-82.675,205.19485344109503,SALTVILLE STORAGE
45504,Michigan,44.571,-84.157,227.29594806178295,MARYSVILLE STORAGE SYSTEM
45505,Montana,47.337,-106.276,532.9348887278178,ASQUITH
45506,Utah,39.456,-112.631,1161.4782619301343,SALADO
45507,Montana,47.248,-104.475,573.5910558216158,ASQUITH
45508,Nebraska,41.624,-96.797,963.0983803952558,LACEY STORAGE
45509,Missouri,40.444,-94.185,782.5244253658512,LACEY STORAGE
45510,Pennsylvania,40.806,-78.252,211.4950497959104,SENECA LAKE STORAGE
45511,Ohio,39.061,-82.024,245.17851181630775,SALTVILLE STORAGE
45512,NewMexico,35.012,-108.871,618.4615762412404,SALADO
45513,Michigan,44.811,-83.484,200.81435964971212,TIPPERARY - GODERICH
45514,Virginia,38.912,-77.478,392.18998407734,SENECA LAKE STORAGE
45515,Texas,29.69,-98.28,220.2591864214184,MARKHAM
45516,Ohio,40.249,-83.072,301.6841794018888,MARYSVILLE STORAGE SYSTEM
45517,Louisiana,31.948,-92.354,79.00163467603805,PERRYVILLE
45518,Michigan,43.404,-85.603,108.21611604588806,LACEY STORAGE
45519,Texas,32.625,-102.495,30.24365896453211,SALADO
45520,Illinois,40.425,-89.998,460.1276367006138,LACEY STORAGE
45521,Tennessee,35.086,-84.974,349.61812289587533,SALTVILLE STORAGE
45522,Washington,46.309,-121.802,1239.003424874874,ASQUITH
45523,Idaho,43.297,-115.226,1146.188467985994,ASQUITH
45524,Utah,39.668,-111.673,1112.9825578136292,SALADO
45525,NewMexico,34.831,-103.764,257.1448127019379,SALADO
45526,Oklahoma,34.635,-99.101,408.757641413655,SALADO
45527,NorthDakota,48.807,-99.556,654.6722376501357,ASQUITH
45528,Louisiana,30.971,-90.26,101.49418722516704,BOND SALT DOME
45529,Maryland,39.712,-76.081,308.00711755053004,SENECA LAKE STORAGE
45530,Wisconsin,44.185,-88.854,351.34566868976344,LACEY STORAGE
45531,Kentucky,37.69,-83.15,153.0302984661427,SALTVILLE STORAGE
45532,Oklahoma,34.57,-94.998,298.1123047393589,ARCADIA
45533,Kentucky,36.636,-84.586,252.6222108931296,SALTVILLE STORAGE
45534,Montana,47.268,-111.809,630.2114579910022,ASQUITH
45535,Texas,27.894,-97.744,197.5127772665467,MARKHAM
45536,Kansas,38.205,-95.083,660.0303396525039,ARCADIA
45537,Nebraska,41.525,-97.089,988.9651485362616,LACEY STORAGE
45538,Minnesota,46.403,-96.226,978.486812419909,LACEY STORAGE
45539,Iowa,42.678,-93.521,682.4041995217672,LACEY STORAGE
45540,NewMexico,36.837,-103.17,465.3782828535767,SALADO
45541,Missouri,39.724,-92.349,672.6600227767343,LACEY STORAGE
45542,SouthDakota,43.039,-99.825,1148.3417124573584,ASQUITH
45543,Washington,47.628,-124.11,1308.4099215463457,ASQUITH
45544,Minnesota,45.037,-95.444,871.2534774294454,LACEY STORAGE
45545,Wisconsin,45.261,-88.881,427.6723892814636,LACEY STORAGE
45546,Georgia,34.867,-84.741,347.6959056539575,SALTVILLE STORAGE
45547,Virginia,36.607,-77.418,389.7984540914522,SALTVILLE STORAGE
45548,NorthCarolina,36.337,-77.63,375.0280518755533,SALTVILLE STORAGE
45549,Arizona,33.856,-109.455,632.793626310019,SALADO
45550,Georgia,32.931,-82.306,438.7430494606707,SALTVILLE STORAGE
45551,California,33.189,-115.255,1161.51869788308,KEYSTONE
45552,Texas,36.402,-102.036,422.0845162365072,SALADO
45553,California,38.111,-120.707,1731.2570245641448,SALADO
45554,Texas,32.498,-102.999,24.2601675001426,SALADO
45555,Montana,46.911,-114.157,763.8999845517591,ASQUITH
45556,Washington,48.225,-118.622,920.1289290420244,ASQUITH
45557,Texas,33.73,-102.202,132.5308196958596,SALADO
45558,Maine,46.252,-69.868,703.7729309395938,SENECA LAKE STORAGE
45559,Montana,45.032,-108.224,788.3406984799219,ASQUITH
45560,Nebraska,41.823,-103.444,1019.3194729441886,SALADO
45561,Washington,48.235,-117.108,825.7103907042442,ASQUITH
